prev_close,iep,change,final_price,low_52,high_52,high
3036.50,3030.00,-6.50,3030.00,1546.75,3339.80,3099
3073.10,3065.00,-8.10,3065.00,1506.05,3339.80,3097.9
2980.20,2972.00,-8.20,2972.00,1506.05,3339.80,3003.35
3111.35,3100.00,-11.35,3100.00,1506.05,3339.80,3165
3214.10,3195.00,-19.10,3195.00,1506.05,3339.80,3245.8
3206.00,3184.20,-21.80,3184.20,1506.05,3339.80,3245.5
3261.05,3236.00,-25.05,3263.00,1506.05,3339.80,3275
3142.60,3111.20,-31.40,3111.20,1617.75,3339.80,3152.3
3049.70,3016.10,-33.60,3016.10,1506.05,3339.80,3063.2
2995.30,2960.00,-35.30,2960.00,1506.05,3339.80,2972.35
3059.10,3023.00,-36.10,3023.00,1506.05,3339.80,3081.45
3302.75,3312.95,10.20,3312.95,1907.75,3333.00,3319
3301.60,3301.60,0.00,3301.60,1907.75,3333.00,3344.95
3303.10,3308.95,5.85,3308.95,1506.05,3327.95,3339.8
3308.80,3305.00,-3.80,3305.00,1506.05,3327.95,3309.15
3273.85,3241.90,-31.95,3241.90,1506.05,3327.95,3325
3095.70,3100.00,4.30,3100.00,1788.65,3315.15,3160
3051.25,3053.00,1.75,3053.00,1788.65,3315.15,3150
3173.55,3175.10,1.55,3170.25,1788.65,3315.15,3248.95
3243.65,3243.65,0.00,3243.65,1788.65,3315.15,3348
3260.70,3270.00,9.30,3270.00,1506.05,3279.00,3327.95
3233.35,3250.00,16.65,3250.00,1506.05,3274.00,3256.75
3221.75,3233.00,11.25,3233.00,1506.05,3274.00,3279
3250.70,3235.00,-15.70,3235.00,1506.05,3266.50,3274
3158.95,3155.00,2.05,3155.00,1506.05,3230.00,3266.5
3174.85,3175.00,0.15,3175.00,1506.05,3230.00,3177
3176.45,3176.45,0.00,3176.45,1506.05,3230.00,3210
3201.35,3230.05,28.70,3230.05,1881.25,3210.00,3333
3112.95,3159.05,46.10,3159.05,1857.05,3179.50,3163.85
2974.05,3020.00,45.95,3020.00,1697.50,3179.50,3065
3015.30,3048.00,32.70,3048.00,1801.85,3179.50,3048
2966.45,2994.65,28.20,2994.65,1720.10,3179.50,3015
2958.45,2985.60,27.15,2955.90,1697.50,3179.50,2986.8
3038.05,3064.00,25.95,3064.00,1881.25,3179.50,3084.5
3036.80,3056.70,19.90,3056.70,1881.25,3179.50,3114.25
3061.20,3079.40,18.20,3079.40,1697.50,3179.50,3081.5
3018.60,3034.00,15.40,3034.00,1708.55,3179.50,3040
3077.45,3092.80,15.35,3092.80,1881.25,3179.50,3092.8
3027.00,3040.60,13.60,3040.60,1697.50,3179.50,3053.3
2997.45,3008.00,10.55,3008.00,1697.50,3179.50,3008.65
2977.15,2987.40,10.25,2987.40,1772.00,3179.50,3001.45
2988.40,2995.00,6.60,2995.00,1712.50,3179.50,3001
2992.55,2998.00,5.45,2998.00,1772.00,3179.50,3008.3
2975.50,2980.90,5.40,2980.90,1772.00,3179.50,3002
2971.40,2974.00,2.60,2974.00,1801.85,3179.50,3044
3028.65,3030.35,1.70,3030.35,1697.50,3179.50,3033
2972.60,2974.00,1.40,2974.00,1772.00,3179.50,2985.25
3039.65,3040.45,0.80,3040.45,1881.25,3179.50,3057.95
3108.75,3108.75,0.00,3108.75,1881.25,3179.50,3210
3004.10,3004.10,0.00,3004.10,1697.50,3179.50,3039.95
3001.55,3001.50,-0.05,3001.50,1831.00,3179.50,3124.05
3106.75,3106.00,-0.75,3106.00,1682.00,3179.50,3129.6
3083.75,3079.95,-3.80,3079.95,1682.00,3179.50,3119
2988.70,2980.00,-8.70,2980.00,1788.00,3179.50,2984.15
3045.95,3026.00,-19.95,3026.00,1881.25,3179.50,3070
3159.05,3130.00,-29.05,3130.00,1682.00,3179.50,3165
3032.80,3090.00,57.20,3090.00,1506.05,3114.25,3128
3051.50,3075.00,23.50,3075.00,1506.05,3114.25,3080.85
3093.00,3100.00,7.00,3100.00,1506.05,3114.25,3113.5
3002.50,3065.00,62.50,3065.00,1645.10,3092.85,3069
3010.60,3034.90,24.30,3034.90,1645.10,3092.85,3042.85
2999.40,3020.00,20.60,3020.00,1645.10,3092.85,3021.1
3003.90,3024.00,20.10,3024.00,1645.10,3092.85,3038.85
3010.80,3030.00,19.20,3030.00,1624.00,3092.85,3030
2992.70,3008.00,15.30,3008.00,1645.10,3092.85,3026.9
3005.00,3020.00,15.00,3020.00,1645.10,3092.85,3050
2981.95,2996.00,14.05,2996.00,1682.00,3092.85,3179.5
3021.60,3035.00,13.40,3023.15,1645.10,3092.85,3038.8
2983.60,2994.00,10.40,2994.00,1645.10,3092.85,3006
3040.10,3050.00,9.90,3050.00,1645.10,3092.85,3059
2993.85,3003.00,9.15,3003.00,1645.10,3092.85,3007.75
3001.95,3010.00,8.05,3010.00,1645.10,3092.85,3011
2982.95,2989.00,6.05,2989.00,1645.10,3092.85,3023.85
2989.30,2989.30,0.00,2989.90,1645.10,3092.85,2999.7
2987.35,2987.35,0.00,2987.35,1641.00,3092.85,3049.7
3001.50,2999.00,-2.50,2999.00,1645.10,3092.85,3030
3028.30,3022.00,-6.30,3022.00,1645.10,3092.85,3039.15
3014.80,3003.00,-11.80,3011.05,1645.10,3092.85,3029.5
3043.25,3030.20,-13.05,3030.20,1645.10,3092.85,3053.5
3068.55,3085.00,16.45,3085.00,1624.00,3079.15,3092.85
3047.20,3024.20,-23.00,3024.20,1587.30,3077.80,3079.15
3060.30,3061.55,1.25,3061.55,1587.30,3073.95,3077.8
3039.45,3039.60,0.15,3039.60,1506.05,3050.75,3114.25
3018.70,3017.95,-0.75,3017.95,1587.30,3050.00,3073.95
3042.20,3029.00,-13.20,3029.00,1587.30,3050.00,3042.2
2972.60,3029.95,57.35,3029.95,1245.01,3037.00,3029.95
2931.00,2965.00,34.00,2965.00,2015.20,3037.00,2994
2744.30,2777.00,32.70,2777.00,1245.01,3037.00,2868.05
2554.85,2584.95,30.10,2584.95,1876.70,3037.00,2584.95
2370.35,2399.85,29.50,2399.85,1285.55,3037.00,2404.45
2663.35,2692.00,28.65,2692.00,2015.20,3037.00,2692
2530.25,2558.80,28.55,2531.40,2006.67,3037.00,2615
2400.10,2428.00,27.90,2428.00,1285.55,3037.00,2540
2556.15,2584.00,27.85,2584.00,1245.01,3037.00,2611
2672.30,2699.00,26.70,2699.00,1245.01,3037.00,2699
2728.95,2755.00,26.05,2755.00,2015.20,3037.00,2858.9
2841.95,2868.00,26.05,2868.00,2015.20,3037.00,2883.4
2651.20,2677.00,25.80,2677.00,2015.20,3037.00,2698
2498.60,2523.00,24.40,2523.00,1245.01,3037.00,2568.9
2970.40,2993.30,22.90,2993.30,1245.01,3037.00,3018
2818.15,2840.00,21.85,2840.00,1245.01,3037.00,2844.95
2947.65,2968.00,20.35,2948.00,1245.01,3037.00,2998.9
2538.20,2558.50,20.30,2535.00,1245.01,3037.00,2595
2530.60,2550.00,19.40,2550.00,1286.80,3037.00,2559.5
2535.80,2555.00,19.20,2555.00,1245.01,3037.00,2558.95
2820.95,2840.00,19.05,2840.00,2015.20,3037.00,2872.95
2522.30,2541.00,18.70,2541.00,1335.61,3037.00,2579
2647.00,2665.60,18.60,2665.60,1245.01,3037.00,2697.95
2601.65,2620.00,18.35,2620.00,2015.20,3037.00,2622.45
2561.75,2579.90,18.15,2579.90,2015.20,3037.00,2613
2517.20,2534.80,17.60,2534.80,1245.01,3037.00,2553
2583.25,2600.00,16.75,2588.00,1245.01,3037.00,2618.3
2826.35,2842.70,16.35,2842.70,2015.20,3037.00,2842.7
2705.05,2721.40,16.35,2721.40,1559.11,3037.00,2752.55
2718.25,2734.00,15.75,2734.00,2006.67,3037.00,2739.9
2747.35,2746.00,15.65,2746.00,2006.67,3037.00,2768.75
2484.35,2500.00,15.65,2500.00,1285.55,3037.00,2583.9
2709.50,2725.00,15.50,2725.00,1832.50,3037.00,2744.85
2633.50,2649.00,15.50,2649.00,1450.50,3037.00,2710
2633.50,2649.00,15.50,2649.00,1406.50,3037.00,2677
2514.70,2530.05,15.35,2530.05,1245.01,3037.00,2562.85
2625.05,2640.00,14.95,2640.00,1406.50,3037.00,2656.15
2781.25,2796.00,14.75,2796.00,1245.01,3037.00,2809
2661.00,2675.65,14.65,2675.65,1797.00,3037.00,2720
2798.45,2812.40,13.95,2812.40,1245.01,3037.00,2870.45
2805.00,2818.80,13.80,2818.80,2015.20,3037.00,2870
2551.20,2565.00,13.80,2565.00,1406.50,3037.00,2634
2544.00,2557.40,13.40,2557.40,2015.20,3037.00,2575
2486.60,2500.00,13.40,2500.00,1245.01,3037.00,2547.2
2587.75,2600.65,12.90,2600.65,1245.01,3037.00,2643.5
2372.40,2384.80,12.40,2384.80,1285.55,3037.00,2447.95
2317.30,2329.50,12.20,2329.50,1285.55,3037.00,2376.15
2817.95,2830.00,12.05,2830.00,2015.20,3037.00,2898.65
2547.90,2559.00,11.10,2559.00,2015.20,3037.00,2583.25
2729.30,2740.00,10.70,2740.00,1832.50,3037.00,2765
2754.45,2765.00,10.55,2765.00,1559.11,3037.00,2779
2515.65,2526.00,10.35,2526.00,2014.42,3037.00,2599
2700.00,2710.00,10.00,2710.00,1832.50,3037.00,2711.35
2417.15,2427.15,10.00,2427.15,1285.55,3037.00,2450
2760.10,2770.00,9.90,2770.00,2015.20,3037.00,2783.5
2963.45,2973.20,9.75,2973.20,1245.01,3037.00,2990
2368.00,2377.00,9.00,2377.00,1285.55,3037.00,2387.2
2671.15,2680.00,8.85,2680.00,1797.00,3037.00,2709
2842.85,2851.60,8.75,2851.60,2015.20,3037.00,2876.7
2649.30,2658.00,8.70,2658.00,2006.67,3037.00,2679.7
2851.75,2860.00,8.25,2860.00,2015.20,3037.00,2933.4
2641.80,2650.00,8.20,2650.00,2006.67,3037.00,2757
2712.15,2720.00,7.85,2720.00,1832.50,3037.00,2743.95
2592.70,2600.00,7.30,2590.70,1245.01,3037.00,2687
2546.80,2554.00,7.20,2554.00,2006.67,3037.00,2556.55
2602.60,2609.80,7.20,2609.80,2006.67,3037.00,2654.9
2603.95,2610.80,6.85,2610.80,1245.01,3037.00,2649
2443.25,2450.00,6.75,2450.00,1285.55,3037.00,2457.05
2661.50,2668.00,6.50,2668.00,1245.01,3037.00,2692
2661.05,2667.05,6.00,2667.05,1245.01,3037.00,2668.9
2560.10,2565.95,5.85,2565.95,1974.20,3037.00,2578
2744.60,2750.25,5.65,2750.25,1559.11,3037.00,2797.9
2854.40,2860.00,5.60,2860.00,2015.20,3037.00,2879.5
2695.50,2701.10,5.60,2701.10,1245.01,3037.00,2712.85
2733.20,2738.65,5.45,2738.65,2015.20,3037.00,2857
2711.15,2716.55,5.40,2716.55,1832.50,3037.00,2738.9
2571.35,2576.50,5.15,2576.50,2006.67,3037.00,2576.5
2860.20,2865.30,5.10,2861.00,2015.20,3037.00,2934.95
2521.20,2526.00,4.80,2526.00,1285.55,3037.00,2547.25
2576.10,2580.70,4.60,2580.70,2015.20,3037.00,2608.2
2857.05,2861.50,4.45,2858.70,2015.20,3037.00,2948.05
2602.30,2605.80,3.50,2605.80,1245.01,3037.00,2626.85
2701.05,2704.00,2.95,2706.95,1832.50,3037.00,2731.15
2563.20,2566.10,2.90,2566.10,2006.67,3037.00,2598
2718.20,2721.00,2.80,2721.00,1721.73,3037.00,2763
2706.70,2709.45,2.75,2709.45,1832.50,3037.00,2714
2720.80,2723.50,2.70,2723.50,1792.00,3037.00,2752.95
2879.35,2882.00,2.65,2882.00,2015.20,3037.00,2944.65
2732.15,2734.70,2.55,2734.70,2006.67,3037.00,2759.35
2527.50,2530.00,2.50,2530.00,2015.20,3037.00,2530
2705.10,2707.55,2.45,2707.55,1797.00,3037.00,2725
2677.75,2680.20,2.45,2680.20,1559.11,3037.00,2774.5
2412.60,2415.00,2.40,2415.00,1285.55,3037.00,2469.9
2396.25,2398.40,2.15,2398.40,1285.55,3037.00,2416.85
2676.85,2679.00,2.15,2679.00,1245.01,3037.00,2716
2932.15,2934.00,1.85,2934.00,1245.01,3037.00,2986
2415.20,2417.00,1.80,2417.00,1285.55,3037.00,2489.95
2698.45,2700.00,1.55,2700.00,1721.73,3037.00,2759.35
2584.65,2586.10,1.45,2586.10,1245.01,3037.00,2590
2909.60,2911.00,1.40,2911.00,2015.20,3037.00,2959.75
2703.70,2705.00,1.30,2705.00,2015.20,3037.00,2711
2734.35,2735.55,1.20,2735.55,2006.67,3037.00,2750
2679.25,2680.00,0.75,2680.00,2015.20,3037.00,2767
2564.70,2565.00,0.30,2565.00,1286.80,3037.00,2582
2579.75,2580.00,0.25,2580.00,1876.70,3037.00,2601
2673.75,2673.90,0.15,2673.90,1655.00,3037.00,2715
2553.95,2554.00,0.05,2554.00,2015.20,3037.00,2697.9
2729.00,2729.05,0.05,2729.05,2006.67,3037.00,2754
2744.95,2745.00,0.05,2742.00,1627.61,3037.00,2787.05
2583.90,2583.90,0.00,2583.90,2015.20,3037.00,2589.95
2820.30,2820.30,0.00,2820.30,2015.20,3037.00,2851.95
2844.90,2844.90,0.00,2844.90,2015.20,3037.00,2880
2802.60,2802.60,0.00,2802.60,2015.20,3037.00,2888
2528.15,2528.15,0.00,2528.15,2006.67,3037.00,2563.7
2667.50,2667.50,0.00,2667.50,1832.50,3037.00,2671.3
2728.60,2728.60,0.00,2728.60,1761.00,3037.00,2735
2729.05,2729.05,0.00,2729.05,1559.11,3037.00,2755
2638.45,2638.45,0.00,2638.45,1504.80,3037.00,2686
2369.85,2369.85,0.00,2366.55,1285.55,3037.00,2407
2427.20,2427.20,0.00,2427.20,1285.55,3037.00,2504.95
2770.05,2770.05,0.00,2770.05,1245.01,3037.00,2778.15
2904.85,2904.85,0.00,2904.85,1245.01,3037.00,2948
2703.15,2703.00,-0.15,2703.00,2015.20,3037.00,2747.8
2843.25,2843.00,-0.25,2843.00,2015.20,3037.00,2846.85
2767.75,2767.45,-0.30,2767.45,1559.11,3037.00,2775
2550.40,2550.00,-0.40,2550.00,2006.67,3037.00,2559.95
2740.45,2740.00,-0.45,2740.00,1797.00,3037.00,2749
2905.75,2905.00,-0.75,2905.00,2015.20,3037.00,2923.55
2789.90,2789.00,-0.90,2784.50,1245.01,3037.00,2830
2456.45,2455.20,-1.25,2455.20,1285.55,3037.00,2457.6
2675.30,2674.00,-1.30,2680.00,1797.00,3037.00,2691.1
2495.85,2494.00,-1.85,2494.00,2014.42,3037.00,2540
2800.00,2798.00,-2.00,2798.00,2015.20,3037.00,2832.95
2702.75,2700.00,-2.75,2700.00,1245.01,3037.00,2706.5
2813.00,2810.00,-3.00,2810.00,2015.20,3037.00,2859.9
2553.00,2550.00,-3.00,2550.00,1280.00,3037.00,2575
2790.20,2787.00,-3.20,2787.00,2015.20,3037.00,2794.1
2818.20,2815.00,-3.20,2815.00,2015.20,3037.00,2815
2650.20,2646.00,-4.20,2646.00,1245.01,3037.00,2647.9
2549.65,2544.80,-4.85,2544.80,1976.02,3037.00,2585
2710.85,2705.10,-5.75,2705.10,1832.50,3037.00,2737
2706.75,2701.00,-5.75,2701.00,1785.01,3037.00,2725
2482.35,2476.20,-6.15,2476.20,1245.01,3037.00,2549.8
2746.40,2740.00,-6.40,2740.00,1559.11,3037.00,2771.85
2726.95,2720.00,-6.95,2720.00,1245.01,3037.00,2745
2471.20,2464.00,-7.20,2464.00,1285.55,3037.00,2485
2617.25,2609.00,-8.25,2619.10,1832.50,3037.00,2617.25
2593.20,2584.80,-8.40,2584.80,1245.01,3037.00,2634.2
2578.75,2570.20,-8.55,2570.20,2015.20,3037.00,2586.6
2612.55,2602.50,-10.05,2602.50,2015.20,3037.00,2624.15
2340.00,2327.80,-12.20,2338.95,1285.55,3037.00,2348.1
2772.45,2760.00,-12.45,2760.00,2015.20,3037.00,2771
2763.50,2751.00,-12.50,2751.00,1627.61,3037.00,2777.65
2579.50,2564.50,-15.00,2564.50,2015.20,3037.00,2585
2745.90,2730.00,-15.90,2730.00,2015.20,3037.00,2789
2916.90,2900.90,-16.00,2919.00,1245.01,3037.00,2978
2669.45,2652.45,-17.00,2652.45,1245.01,3037.00,2683.65
2493.85,2475.00,-18.85,2475.00,1285.55,3037.00,2489.9
2823.15,2803.10,-20.05,2803.10,2015.20,3037.00,2823.15
2665.80,2645.55,-20.25,2645.55,1559.11,3037.00,2694
2664.60,2644.00,-20.60,2644.00,1245.01,3037.00,2677
2462.90,2442.00,-20.90,2442.00,1285.55,3037.00,2470.25
2741.05,2720.00,-21.05,2720.00,1638.21,3037.00,2772.9
2571.85,2550.00,-21.85,2550.00,1285.55,3037.00,2615
2551.95,2529.70,-22.25,2529.70,1245.01,3037.00,2546.95
2337.85,2310.00,-27.85,2310.00,1285.55,3037.00,2357.15
2599.05,2570.00,-29.05,2570.00,1245.01,3037.00,2633
2521.60,2490.00,-31.60,2490.00,1285.55,3037.00,2510
2631.15,2596.00,-35.15,2596.00,1245.01,3037.00,2603
2447.25,2410.50,-36.75,2410.50,1285.55,3037.00,2477.9
2421.65,2382.50,-39.15,2382.50,1285.55,3037.00,2416.25
2616.55,2575.00,-41.55,2575.00,2006.67,3037.00,2628.9
2898.55,2856.10,-42.45,2856.10,2015.20,3037.00,2858.55
2707.55,2662.00,-45.55,2662.00,1661.01,3037.00,2742
2589.65,2540.00,-49.65,2540.00,2015.20,3037.00,2631.8
2883.05,2870.00,-61.00,2870.00,2015.20,3037.00,2890
2949.90,2970.60,20.70,2953.70,1587.30,2990.00,3050
2943.55,2945.00,15.95,2945.00,1577.50,2990.00,2959.3
2950.60,2960.00,9.40,2960.00,1577.50,2990.00,2971.6
2924.90,2930.00,5.10,2930.00,1577.50,2990.00,2941
2956.25,2955.10,-1.15,2955.10,1577.50,2990.00,2970
2933.10,2928.00,-5.10,2928.00,1577.50,2990.00,2944.25
2935.35,2953.00,17.65,2953.00,1577.50,2989.95,2990
2903.70,2919.60,15.90,2919.60,1577.50,2989.95,2942
2931.00,2918.85,-12.15,2918.85,1577.50,2989.95,2933.75
2977.50,2965.00,-12.50,2965.00,1577.50,2989.95,2982.6
2941.60,2950.00,8.40,2950.00,1577.50,2965.00,2963.8
2940.70,2938.00,-2.70,2938.00,1577.50,2965.00,2989.95
2881.55,2896.00,14.45,2896.00,1245.01,2964.00,2955
2926.60,2900.00,-26.60,2900.00,1245.01,2964.00,3037
2928.25,2950.00,21.75,2950.00,1506.05,2952.00,3050.75
2862.75,2880.00,17.25,2880.00,1506.05,2952.00,2940
2930.50,2934.40,3.90,2934.40,1506.05,2952.00,2947.7
2909.30,2900.00,-9.30,2900.00,1506.05,2952.00,2905
2929.40,2920.00,-9.40,2920.00,1506.05,2949.70,2952
2873.00,2888.00,15.00,2888.00,1245.01,2949.00,2929
2868.65,2880.00,11.35,2880.00,1245.01,2949.00,2906.95
2883.50,2887.20,3.70,2887.20,1245.01,2949.00,2964
2857.30,2853.15,-4.15,2853.15,1245.01,2949.00,2912.7
2886.60,2880.00,-6.60,2880.00,1245.01,2949.00,2902
2881.65,2869.50,-12.15,2869.50,1245.01,2949.00,2910.4
2941.60,2950.00,8.40,2950.00,1577.50,2947.90,2965
2914.40,2939.85,25.45,2939.85,1577.50,2922.65,2947.9
2909.35,2910.00,0.65,2910.00,1506.05,2921.35,2949.7
2908.75,2909.00,0.25,2909.00,1506.05,2919.00,2921.35
2820.15,2834.00,13.85,2834.00,1506.05,2898.00,2883.65
2872.50,2876.05,3.55,2876.05,1506.05,2898.00,2919
2861.00,2861.00,0.00,2861.00,1506.05,2898.00,2886.5
2838.20,2868.00,29.80,2868.00,1506.05,2885.00,2898
2749.55,2773.90,24.35,2773.90,1506.05,2885.00,2773.9
2783.60,2802.00,18.40,2802.00,1506.05,2885.00,2804
2797.30,2815.00,17.70,2815.00,1506.05,2885.00,2840
2761.55,2779.00,17.45,2779.00,1506.05,2885.00,2819.8
2784.30,2792.70,8.40,2792.70,1506.05,2885.00,2807.7
2810.80,2818.00,7.20,2818.00,1506.05,2885.00,2827.3
2722.05,2729.00,6.95,2729.00,1506.05,2885.00,2732.95
2737.70,2740.00,2.30,2741.00,1506.05,2885.00,2805.55
2709.45,2710.80,1.35,2710.80,1506.05,2885.00,2738.85
2679.65,2679.00,-0.65,2678.00,1506.05,2885.00,2735.9
2814.20,2811.00,-3.20,2811.00,1506.05,2885.00,2853.7
2726.80,2719.00,-7.80,2719.00,1506.05,2885.00,2754.7
2797.70,2786.00,-11.70,2786.00,1506.05,2885.00,2794.7
2727.55,2715.00,-12.55,2715.00,1506.05,2885.00,2744
2701.30,2686.00,-15.30,2686.00,1506.05,2885.00,2730.95
2422.95,2468.85,45.90,2468.85,1431.20,2873.45,2468.85
2463.65,2503.85,40.20,2503.85,1431.20,2873.45,2503.85
2720.55,2760.00,39.45,2760.00,1431.20,2873.45,2763
2551.65,2589.00,37.35,2589.00,1482.95,2873.45,2589
2388.15,2424.00,35.85,2424.00,1431.20,2873.45,2479.6
2716.35,2750.00,33.65,2750.00,1431.20,2873.45,2768.85
2587.15,2617.00,29.85,2617.00,1482.95,2873.45,2617
2697.25,2726.95,29.70,2726.95,1431.20,2873.45,2816.95
2571.90,2600.00,28.10,2600.00,1482.95,2873.45,2604.7
2588.20,2615.00,26.80,2615.00,1431.20,2873.45,2676.6
2422.70,2447.00,24.30,2420.00,1431.20,2873.45,2446
2355.00,2379.20,24.20,2379.20,1431.20,2873.45,2480
2362.30,2386.00,23.70,2386.00,1431.20,2873.45,2402.55
2582.15,2605.00,22.85,2605.00,1482.95,2873.45,2617.95
2277.20,2300.00,22.80,2300.00,1431.20,2873.45,2369.9
2506.85,2529.00,22.15,2508.00,1431.20,2873.45,2555
2556.25,2577.00,20.75,2577.00,1482.95,2873.45,2588.95
2570.70,2590.00,19.30,2590.00,1482.95,2873.45,2593.55
2407.35,2426.60,19.25,2426.60,1431.20,2873.45,2467.75
2401.80,2420.00,18.20,2420.00,1431.20,2873.45,2423.9
2819.20,2836.90,17.70,2836.90,1577.50,2873.45,2922.65
2382.70,2400.00,17.30,2382.75,1431.20,2873.45,2444
2376.75,2394.00,17.25,2394.00,1431.20,2873.45,2434.9
2596.65,2612.85,16.20,2612.85,1431.20,2873.45,2631.5
2511.25,2527.10,15.85,2527.10,1482.95,2873.45,2565
2416.85,2432.50,15.65,2432.50,1431.20,2873.45,2532.45
2390.40,2406.00,15.60,2406.00,1431.20,2873.45,2417.7
2614.55,2630.00,15.45,2630.00,1482.95,2873.45,2642
2510.65,2526.00,15.35,2526.00,1482.95,2873.45,2620
2456.75,2472.00,15.25,2472.00,1431.20,2873.45,2475.1
2510.60,2524.95,14.35,2524.95,1431.20,2873.45,2540
2441.70,2456.00,14.30,2456.00,1431.20,2873.45,2484
2782.75,2797.00,14.25,2797.00,1482.95,2873.45,2845
2574.35,2588.00,13.65,2588.00,1482.95,2873.45,2620.25
2361.35,2375.00,13.65,2375.00,1431.20,2873.45,2386.25
2832.50,2846.00,13.50,2846.00,1501.00,2873.45,2849
2794.10,2807.00,12.90,2807.00,1492.65,2873.45,2854
2505.50,2518.00,12.50,2518.00,1431.20,2873.45,2523
2416.45,2428.75,12.30,2428.75,1431.20,2873.45,2448
2567.65,2579.85,12.20,2579.85,1482.95,2873.45,2581.85
2447.80,2460.00,12.20,2460.00,1431.20,2873.45,2520
2517.95,2530.00,12.05,2530.00,1482.95,2873.45,2575
2431.95,2442.80,10.85,2442.80,1431.20,2873.45,2464.65
2703.70,2713.00,9.30,2713.00,1431.20,2873.45,2736.65
2645.05,2654.00,8.95,2654.00,1431.20,2873.45,2707.15
2486.10,2495.00,8.90,2495.00,1431.20,2873.45,2517.5
2774.50,2782.00,7.50,2782.00,1482.95,2873.45,2824.2
2551.75,2558.00,6.25,2558.00,1482.95,2873.45,2558
2549.05,2555.00,5.95,2555.00,1482.95,2873.45,2590
2425.70,2430.00,4.30,2430.00,1446.00,2873.45,2433.95
2453.65,2456.00,2.35,2454.00,1431.20,2873.45,2456
2553.65,2555.65,2.00,2547.90,1482.95,2873.45,2557
2628.60,2630.00,1.40,2621.60,1482.95,2873.45,2658.4
2590.90,2592.00,1.10,2592.00,1431.20,2873.45,2619.85
2372.20,2373.00,0.80,2373.00,1431.20,2873.45,2409.35
2849.30,2849.60,0.30,2849.60,1431.20,2873.45,2850
2470.75,2470.90,0.15,2470.90,1431.20,2873.45,2470.9
2410.30,2410.30,0.00,2410.30,1446.00,2873.45,2470
2587.70,2587.60,-0.10,2587.60,1482.95,2873.45,2693.5
2815.85,2814.00,-1.85,2814.00,1482.95,2873.45,2845
2602.20,2600.00,-2.20,2600.00,1482.95,2873.45,2626
2663.90,2660.90,-3.00,2660.90,1431.20,2873.45,2661.85
2387.10,2383.00,-4.10,2383.00,1431.20,2873.45,2413.5
2537.40,2532.00,-5.40,2532.00,1482.95,2873.45,2564.55
2611.60,2605.00,-6.60,2605.00,1482.95,2873.45,2668.05
2468.60,2460.00,-8.60,2460.00,1431.20,2873.45,2460
2404.55,2393.00,-11.55,2393.00,1431.20,2873.45,2434
2387.05,2375.00,-12.05,2375.00,1431.20,2873.45,2400
2557.90,2545.00,-12.90,2558.00,1482.95,2873.45,2579.9
2663.70,2650.00,-13.70,2650.00,1482.95,2873.45,2650
2450.25,2436.00,-14.25,2436.00,1431.20,2873.45,2455.05
2650.65,2635.00,-15.65,2635.00,1482.95,2873.45,2655
2436.60,2420.00,-16.60,2433.00,1431.20,2873.45,2453.95
2821.80,2805.15,-16.65,2805.15,1482.95,2873.45,2849
2417.10,2399.00,-18.10,2399.00,1431.20,2873.45,2423.9
2613.45,2595.00,-18.45,2595.00,1482.95,2873.45,2605.8
2411.25,2390.00,-21.25,2390.00,1431.20,2873.45,2438.1
2402.10,2380.00,-22.10,2380.00,1431.20,2873.45,2435
2556.95,2533.00,-23.95,2533.00,1482.95,2873.45,2562
2536.40,2510.00,-26.40,2510.00,1482.95,2873.45,2595.1
2373.75,2338.05,-35.70,2338.05,1431.20,2873.45,2360
2630.80,2578.20,-52.60,2578.20,1482.95,2873.45,2610
2455.85,2468.90,28.05,2468.90,2043.00,2859.30,2468.9
2478.65,2503.40,24.75,2503.40,2043.00,2859.30,2505
2546.80,2569.00,22.20,2569.00,2043.00,2859.30,2584
2746.65,2765.00,18.35,2765.00,2024.75,2859.30,2765
2654.00,2669.90,15.90,2669.90,2043.00,2859.30,2732
2709.50,2725.00,15.50,2725.00,2024.75,2859.30,2754.45
2812.45,2827.90,15.45,2827.90,2000.05,2859.30,2839.9
2784.50,2799.00,14.50,2799.00,2000.05,2859.30,2817.7
2445.75,2459.00,13.25,2459.00,2043.00,2859.30,2498.25
2676.15,2688.10,11.95,2688.10,2043.00,2859.30,2693.6
2686.05,2698.00,11.95,2698.00,2043.00,2859.30,2704.25
2389.65,2400.00,10.35,2400.00,2043.00,2859.30,2402
2701.80,2706.00,4.20,2706.00,2034.00,2859.30,2712
2396.60,2400.00,3.40,2400.00,2043.00,2859.30,2416
2640.05,2642.20,2.15,2642.20,2043.00,2859.30,2665.5
2669.40,2670.50,1.10,2670.50,2043.00,2859.30,2678.55
2454.10,2454.10,0.00,2454.10,2043.00,2859.30,2463.55
2646.75,2646.75,0.00,2646.75,2043.00,2859.30,2676.75
2686.20,2686.20,0.00,2686.20,2043.00,2859.30,2714.95
2685.30,2685.30,0.00,2685.30,2024.75,2859.30,2705.3
2704.05,2700.00,-4.05,2700.00,2043.00,2859.30,2724
2782.30,2770.10,-12.20,2782.00,2024.75,2859.30,2780
2708.65,2694.05,-14.60,2694.05,2043.00,2859.30,2734
2645.10,2625.00,-20.10,2625.00,2043.00,2859.30,2688.05
2723.85,2714.95,-31.70,2714.95,2024.75,2859.30,2744.45
2844.70,2845.00,0.30,2845.00,1431.20,2849.80,2873.45
