"SYMBOL 
","PREV. CLOSE 
","IEP  PRICE 
","CHNG 
","%CHNG 
","FINAL PRICE 
","FINAL QUANTITY 
",VALUE ,FFM CAP ,"NM 52W H 
","NM 52W L 
",Date
TITAN,"1,456.75","1,470.00",13.25,0.91,"1,455.00",1471,"2,162,370.00","607,842,769,632.60","1,621.35",720.90,09-Mar-2021
BHARTIARTL,525.70,530.10,4.40,0.84,525.25,30114,"15,963,431.40","1,261,914,060,670.34",623.00,361.75,09-Mar-2021
NTPC,110.55,111.40,0.85,0.77,110.75,35482,"3,952,694.80","535,983,220,578.96",114.70,73.20,09-Mar-2021
ASIANPAINT,"2,382.70","2,400.00",17.30,0.73,"2,382.75",1860,"4,464,000.00","1,074,175,869,889.51","2,873.45","1,431.20",09-Mar-2021
INDUSINDBK,"1,018.25","1,025.60",7.35,0.72,"1,016.85",16186,"16,600,361.60","578,114,337,985.13","1,119.50",235.55,09-Mar-2021
WIPRO,416.90,419.80,2.90,0.70,417.10,31379,"13,172,904.20","619,508,356,819.07",467.45,159.40,09-Mar-2021
EICHERMOT,"2,583.25","2,600.00",16.75,0.65,"2,588.00",1321,"3,434,600.00","359,992,363,468.50","3,037.00","1,245.01",09-Mar-2021
LT,"1,515.20","1,525.00",9.80,0.65,"1,513.65",10670,"16,271,750.00","1,829,847,581,370.11","1,593.00",661.00,09-Mar-2021
UPL,629.95,634.00,4.05,0.64,633.45,46444,"29,445,496.00","346,543,513,205.18",636.20,240.15,09-Mar-2021
SUNPHARMA,614.80,618.00,3.20,0.52,614.35,14438,"8,922,684.00","663,800,012,800.20",654.40,312.00,09-Mar-2021
GAIL,154.15,154.90,0.75,0.49,153.40,92738,"14,365,116.20","285,047,731,144.00",157.95,65.00,09-Mar-2021
TECHM,968.50,973.00,4.50,0.46,967.50,2494,"2,426,662.00","599,565,349,718.40","1,081.55",471.40,09-Mar-2021
